Assemblies	megahit-103-df	megahit-103-ml	megahit-103-ms	megahit-113-df	megahit-113-ml	megahit-113-ms	megahit-129-df	megahit-129-ml	megahit-129-ms	metaSPAdes
GCF_000621925.1_ASM62192v1	1.111	2.683	3.565	5.303	3.382	4.050	5.932	5.413	3.024	1.319
GCF_000622065.1_ASM62206v1	59.915	64.236	67.807	66.136	63.126	64.006	69.517	67.049	67.175	50.119
GCF_000622085.1_ASM62208v1	98.835	98.435	98.799	99.169	99.169	99.224	99.232	99.205	99.322	98.672
GCF_000686665.1_ASM68666v1	19.139	22.568	24.452	24.172	25.826	27.583	26.558	28.103	29.767	13.962
GCF_000686965.1_ASM68696v1	0.864	0.661	0.702	0.605	1.327	1.960	4.948	1.112	2.307	0.376
GCF_000700805.1_ASM70080v1	0.285	0.204	1.345	0.315	0.590	0.703	0.418	0.938	0.493	0.116
GCF_000701545.1_ASM70154v1	44.973	47.032	52.045	51.190	48.171	48.900	54.608	51.725	53.148	33.891
GCF_000701645.1_ASM70164v1	3.526	3.264	4.546	4.573	4.352	5.008	5.107	4.517	5.452	2.078
GCF_000701705.1_ASM70170v1	92.011	90.829	91.107	92.454	92.681	91.668	91.921	92.960	90.870	88.841
GCF_000701765.1_ASM70176v1	1.180	1.587	1.740	3.715	2.885	2.248	1.813	4.417	3.726	0.622
GCF_000702085.1_ASM70208v1	0.071	0.053	0.114	0.074	0.107	0.172	0.108	0.116	0.116	0.077
GCF_000702145.1_ASM70214v1	1.373	1.287	1.263	0.741	1.471	1.718	1.009	1.685	2.087	1.102
GCF_000702245.1_ASM70224v1	98.418	98.707	99.113	98.762	96.963	96.851	99.109	97.251	97.143	97.226
GCF_000702685.1_ASM70268v1	5.092	4.445	6.186	6.268	6.945	8.018	7.003	7.239	8.327	3.130
GCF_000702825.1_ASM70282v1	0.026	-	0.006	0.020	0.024	0.010	-	0.010	0.026	-
GCF_000711825.1_ASM71182v1	35.100	34.492	41.549	40.580	37.193	39.450	43.458	40.124	41.383	25.498
GCF_000723745.2_PRJEB6027_Urmite	9.055	10.837	12.388	7.334	11.291	7.969	7.521	15.839	9.603	3.242
GCF_000739415.1_ASM73941v1	1.310	1.059	1.556	1.261	1.534	1.167	0.953	3.727	1.665	2.022
GCF_000745455.1_ASM74545v1	78.643	79.733	83.753	83.436	75.971	78.143	85.919	80.000	81.330	72.062
GCF_000745845.1_ASM74584v1	2.504	2.256	3.578	3.608	3.473	4.899	3.970	3.814	5.077	1.725
GCF_000765245.1_ASM76524v1	0.584	0.617	0.882	0.867	1.164	1.342	1.013	1.251	1.246	0.295
GCF_000766005.1_ASM76600v1	99.582	99.401	99.619	99.707	99.756	99.650	99.402	99.350	99.314	99.259
GCF_000769385.1_ASM76938v1	67.281	71.015	76.852	59.291	67.128	62.844	62.636	73.563	68.925	23.041
GCF_000789395.1_ASM78939v1	33.091	37.696	40.051	39.712	39.283	41.602	42.846	41.220	43.665	26.193
GCF_000821285.2_Alistipes_jeddahmassiliense_str._AL_1	1.429	2.006	1.926	1.306	1.729	1.469	1.351	1.580	1.860	0.955
GCF_000875945.1_TWA4_1	-	-	0.008	0.004	0.004	0.007	-	0.013	-	-
GCF_000934625.1_ASM93462v1	94.308	95.159	95.813	92.673	94.426	93.226	93.898	95.906	95.250	80.609
GCF_000953535.1_E5B	0.176	0.159	0.327	0.184	0.078	0.215	0.212	0.091	0.176	0.110
GCF_000967245.1_ASM96724v1	1.372	1.402	2.019	2.190	2.237	2.949	2.426	2.395	3.133	1.083
GCF_000969825.1_Para_gord_MS_1_V1	0.949	1.166	1.139	0.581	0.757	0.820	0.621	0.920	1.198	0.830
GCF_000969835.1_Para_gold_DSM_19448_V1	0.527	0.406	0.813	0.568	0.658	0.817	0.688	0.677	1.071	0.279
GCF_000969845.1_Para_sp_HGS0025_V1	97.068	76.271	88.316	99.069	99.092	99.073	98.918	99.193	99.179	98.932
GCF_000970735.1_ASM97073v1	0.045	-	0.045	0.069	0.018	0.069	0.051	0.006	0.020	-
GCF_000971515.1_ASM97151v1	5.490	6.361	7.360	5.972	7.896	7.896	7.295	10.588	8.861	1.480
GCF_001011095.1_ASM101109v1	4.731	6.769	7.881	7.042	5.652	7.151	7.898	7.243	7.094	3.994
GCF_001012685.1_IM18_3v1	11.582	14.839	15.749	13.359	16.775	15.433	15.390	17.803	16.972	5.671
GCF_001012735.1_IM1v1	98.946	98.857	98.931	98.763	98.750	98.750	98.759	98.605	98.800	98.108
GCF_001034445.1_Citr_freu_complex_MGH99_V1	0.003	-	-	0.003	-	-	-	-	-	-
GCF_001050435.1_ASM105043v1	-	-	0.006	0.008	0.005	0.056	0.008	0.005	0.019	-
GCF_001056335.1_ASM105633v1	17.064	14.123	15.562	15.286	15.438	15.485	17.200	17.382	16.314	11.918
GCF_001062165.1_ASM106216v1	0.089	0.044	0.136	0.165	0.066	0.264	0.179	0.056	0.209	0.074
GCF_001066565.1_ASM106656v1	3.587	1.937	15.320	89.074	81.701	89.149	82.706	80.461	83.681	91.819
GCF_001073445.1_ASM107344v1	0.092	0.032	0.067	0.017	0.025	0.079	-	0.112	0.057	0.025
GCF_001078425.1_Clos_bolt_WAL_14578_V1	9.274	11.155	12.849	10.823	13.088	12.814	12.834	15.564	14.779	4.097
GCF_001115565.1_6259_7_5	99.011	98.586	98.828	99.403	99.434	99.407	99.390	99.443	99.438	98.754
GCF_001185345.1_ASM118534v2	8.136	8.663	10.619	9.708	10.498	10.558	10.690	11.556	11.972	4.674
GCF_001188985.1_ASM118898v1	11.843	11.922	15.036	13.552	13.376	14.708	15.091	14.750	16.430	6.686
GCF_001244405.1_Eubacterium_massiliense	-	0.005	-	0.005	-	0.002	0.012	0.004	0.013	0.011
GCF_001244995.1_Intestinimonas_massiliensis	0.038	0.060	0.096	0.039	0.029	0.088	0.024	0.063	0.058	-
GCF_001261775.1_Anaeromassilibacillus_senegalense	1.403	1.263	1.923	2.019	2.199	2.753	2.151	2.354	3.060	0.875
GCF_001274615.1_ASM127461v1	4.098	4.842	5.453	9.330	7.317	8.252	10.326	11.307	10.585	3.331
GCF_001305595.1_ASM130559v1	0.001	0.001	-	-	-	-	-	0.002	0.003	-
GCF_001403575.1_Ihuella_massiliensis	1.063	1.090	1.309	1.722	1.460	1.672	1.271	1.614	1.972	0.671
GCF_001403595.1_Gabonia_massiliensis	0.013	0.022	0.035	0.015	0.063	0.051	0.006	0.026	0.037	0.025
GCF_001412315.1_ASM141231v1	3.056	3.405	2.252	2.624	4.530	4.530	2.024	7.358	6.949	1.912
GCF_001414325.1_ASM141432v1	14.272	14.485	17.819	17.139	17.717	18.994	19.030	19.111	21.230	9.017
GCF_001429415.1_Root670	99.775	99.749	99.810	99.741	99.837	99.805	99.779	99.816	99.816	99.609
GCF_001434845.1_ASM143484v1	4.155	4.174	5.409	5.228	5.320	7.709	5.923	6.320	8.650	3.117
GCF_001435065.1_ASM143506v1	12.300	13.608	16.133	14.910	15.676	17.547	16.580	17.969	19.781	8.348
GCF_001436015.1_ASM143601v1	0.023	-	0.021	0.021	0.014	0.010	-	0.018	0.035	-
GCF_001436185.1_ASM143618v1	-	0.015	-	0.076	0.164	0.085	0.073	0.098	0.199	0.008
GCF_001436945.1_ASM143694v1	90.693	21.950	46.003	98.227	98.136	98.190	97.864	98.268	98.161	97.821
GCF_001454945.1_ASM145494v1	0.140	0.076	0.218	0.191	0.360	0.367	0.266	0.343	0.262	0.094
GCF_001461035.1_ASM146103v1	0.193	0.205	0.381	0.254	0.361	0.581	0.359	0.495	0.711	0.179
GCF_001487105.1_Ruminococcus_phoceensis	1.240	1.186	1.917	1.765	2.259	2.700	2.159	2.460	3.117	0.778
GCF_001487165.1_Blautia_massiliensis1	0.909	0.801	1.398	1.177	1.430	1.951	1.354	1.708	2.215	0.780
GCF_001535595.1_ASM153559v1	0.053	0.080	0.121	0.182	0.223	0.295	0.168	0.348	0.219	0.032
GCF_001535605.1_ASM153560v1	4.703	5.192	5.991	5.900	7.314	8.062	6.497	8.359	8.812	2.415
GCF_001543345.1_ASM154334v1	1.226	1.050	1.527	1.615	1.743	2.222	1.719	2.212	2.577	0.913
GCF_001548195.1_ASM154819v1	3.379	3.381	3.848	3.061	2.861	3.155	3.338	4.223	4.915	1.865
GCF_001552975.1_ASM155297v1	1.973	2.267	2.968	2.688	2.994	3.155	3.002	2.891	3.744	1.320
GCF_001553145.1_ASM155314v1	0.041	-	0.029	0.138	0.028	0.033	0.041	0.095	0.134	0.033
GCF_001553165.1_ASM155316v1	45.460	57.925	55.022	51.323	54.359	50.608	53.007	47.855	47.530	51.638
GCF_001553215.1_ASM155321v1	53.361	40.542	43.571	47.459	44.942	48.324	46.368	52.155	52.043	46.340
GCF_001561955.1_ASM156195v1	95.667	96.111	96.833	96.645	93.904	94.165	96.942	95.102	94.770	93.170
GCF_001578555.1_ASM157855v1	0.548	0.371	0.489	0.460	0.757	0.740	0.417	1.087	1.003	0.458
GCF_001578575.1_ASM157857v1	0.945	0.945	1.108	1.076	1.129	1.402	2.042	1.705	1.581	0.456
GCF_001578635.1_ASM157863v1	0.044	0.032	0.052	0.030	0.241	0.071	0.053	0.240	0.137	0.023
GCF_001580105.1_ASM158010v1	8.030	1.035	3.788	1.105	6.327	5.207	4.477	2.684	4.925	0.063
GCF_001580195.1_ASM158019v1	33.301	37.146	37.295	33.589	37.230	34.784	35.019	38.519	38.165	25.002
GCF_001580455.1_ASM158045v1	0.489	0.374	0.647	0.700	0.762	1.027	0.845	0.812	1.135	0.255
GCF_001592745.1_ASM159274v1	99.676	99.606	99.743	99.664	99.202	99.247	99.793	99.086	99.094	99.383
GCF_001594285.1_ASM159428v1	94.963	80.482	91.267	96.061	97.295	93.245	96.785	97.285	98.133	93.843
GCF_001611075.1_ASM161107v1	0.633	0.508	0.617	0.743	1.137	1.217	1.049	1.522	1.482	0.331
GCF_001636135.1_ASM163613v1	1.061	0.985	1.488	1.180	1.690	2.072	1.338	2.227	2.512	0.681
GCF_001647615.1_ASM164761v1	35.617	37.664	40.360	37.511	35.730	34.169	37.954	40.422	37.228	25.931
GCF_001659745.1_ASM165974v1	3.638	3.611	3.702	12.458	5.032	6.250	7.766	5.389	6.066	3.148
GCF_001678845.1_ASM167884v1	15.405	14.511	19.059	19.200	17.526	19.885	21.221	18.579	21.725	11.298
GCF_001682215.1_ASM168221v1	47.139	3.185	14.223	93.731	95.360	93.172	90.775	95.530	90.327	99.177
GCF_001688625.2_ASM168862v2	0.090	0.036	0.088	0.076	0.042	0.108	0.095	0.094	0.104	0.074
GCF_001688665.2_ASM168866v2	32.236	33.091	34.977	35.627	33.692	35.274	37.779	39.046	37.201	25.005
GCF_001688705.2_ASM168870v2	20.775	22.993	24.539	24.844	22.966	24.165	26.989	24.330	26.118	16.549
GCF_001688845.2_ASM168884v2	-	0.004	-	-	0.002	0.019	-	0.030	0.013	-
GCF_001689125.2_ASM168912v2	54.876	52.990	59.939	51.816	52.593	58.058	54.928	46.008	50.017	60.937
GCF_001692755.1_ASM169275v1	0.066	0.080	0.015	0.058	0.030	0.114	0.030	0.116	0.061	0.030
GCF_001697245.1_ASM169724v1	0.614	0.495	0.860	0.987	1.026	1.345	0.787	1.064	1.374	0.449
GCF_001697285.1_ASM169728v1	0.576	0.382	0.543	0.573	0.835	0.892	1.045	0.751	1.187	0.518
GCF_001702095.1_ASM170209v1	1.618	1.021	6.085	40.530	43.605	48.857	43.309	61.883	62.417	10.570
GCF_001704315.1_ASM170431v1	0.670	0.823	0.726	0.692	1.130	0.804	0.475	2.719	0.455	0.150
GCF_001704645.1_ASM170464v1	3.638	3.285	3.378	5.039	2.067	9.542	7.760	2.293	5.244	4.064
GCF_001715615.1_ASM171561v1	1.142	1.073	1.199	0.229	2.400	1.303	0.652	2.439	2.172	0.129
GCF_001717125.1_ASM171712v1	2.029	1.556	2.104	2.147	2.738	3.285	2.687	3.377	4.129	1.397
GCF_001721925.1_ASM172192v1	26.926	30.113	30.064	29.513	27.406	27.958	32.781	31.006	30.618	22.879
GCF_001746265.1_ASM174626v2	1.412	0.887	5.331	37.662	39.089	45.714	38.432	50.969	59.654	16.336
GCF_001750685.1_ASM175068v1	92.166	92.328	94.260	93.835	88.351	89.613	94.619	90.660	90.460	88.434
GCF_001808555.1_ASM180855v1	97.705	89.456	94.630	98.858	98.737	98.885	98.656	98.775	98.840	98.221
GCF_001811315.1_ASM181131v1	6.197	7.379	7.747	6.644	8.108	8.064	7.958	9.457	8.894	3.562
GCF_001811695.1_ASM181169v1	14.587	15.776	17.713	15.683	17.279	17.343	17.261	19.482	19.337	7.222
GCF_001814855.1_ASM181485v1	7.375	7.233	9.238	8.548	9.560	9.469	7.486	14.210	12.052	4.339
GCF_001815255.1_ASM181525v1	12.123	13.300	15.524	14.106	14.746	13.708	15.162	16.170	16.503	7.952
GCF_001831275.1_ASM183127v1	2.946	3.686	3.586	3.960	3.869	4.738	3.250	4.507	5.347	2.272
GCF_001922325.1_ASM192232v1	0.055	0.053	0.003	0.023	0.101	0.156	0.057	0.260	0.368	0.052
GCF_001938785.1_ASM193878v1	4.429	4.206	5.768	6.169	5.529	7.197	6.859	6.179	8.344	2.557
GCF_001951175.1_ASM195117v1	95.969	95.639	96.002	96.765	96.602	96.873	96.746	97.114	97.320	95.496
GCF_001953935.1_ASM195393v1	2.665	2.767	4.408	3.211	2.326	2.500	4.159	5.434	4.514	1.359
GCF_001981595.1_ASM198159v1	89.223	73.907	85.052	84.149	92.493	89.098	84.361	94.014	90.809	91.084
GCF_001998765.1_ASM199876v1	1.070	0.891	2.660	2.881	2.416	3.167	3.137	3.902	3.072	1.203
GCF_002000665.1_ASM200066v1	38.927	38.070	36.327	29.262	42.704	46.249	35.375	50.571	49.005	41.683
GCF_002003555.1_ASM200355v1	0.249	0.137	0.394	0.311	0.628	0.670	0.362	0.751	0.770	0.051
GCF_002078855.1_ASM207885v1	96.116	95.914	96.285	96.552	96.351	96.164	96.954	96.357	96.680	95.285
GCF_002079325.1_ASM207932v1	1.553	1.795	1.768	1.857	2.012	2.217	2.047	2.298	2.612	0.867
GCF_002079435.1_ASM207943v1	3.821	3.999	4.793	4.622	5.037	4.146	5.234	4.840	5.923	2.391
GCF_002079585.1_ASM207958v1	3.454	3.025	4.465	4.075	3.871	3.859	4.531	4.207	4.503	1.696
GCF_002079925.1_ASM207992v1	6.944	8.349	9.376	8.494	9.652	10.985	9.059	10.841	10.622	4.606
GCF_002091975.1_ASM209197v1	0.198	0.095	0.915	4.840	9.930	6.448	11.302	9.626	17.476	5.644
GCF_002095655.1_ASM209565v1	1.850	1.598	2.534	2.803	2.888	3.787	3.323	3.068	4.080	1.293
GCF_002117305.1_ASM211730v1	0.902	0.840	1.025	0.547	2.838	2.748	4.085	3.404	1.296	0.307
GCF_002119605.1_ASM211960v1	-	-	-	-	-	-	-	-	0.006	-
GCF_002201475.1_ASM220147v1	22.738	21.329	24.801	24.209	22.044	23.796	25.307	24.963	25.173	17.471
GCF_002201495.1_ASM220149v1	2.926	3.953	4.567	3.067	6.452	4.467	3.069	7.060	4.770	0.805
GCF_002204455.1_ASM220445v1	1.100	0.887	1.059	2.402	2.962	1.236	4.061	2.531	3.192	1.184
GCF_002206085.1_SJD4	0.513	1.001	1.142	0.725	0.484	1.423	0.682	1.137	1.119	0.811
GCF_002217985.1_ASM221798v1	3.544	2.265	17.307	99.092	99.431	99.465	99.322	99.418	99.472	99.145
GCF_002218605.1_ASM221860v1	3.987	2.490	10.106	34.047	40.888	45.571	42.664	42.872	45.207	43.467
GCF_002218725.1_ASM221872v1	3.728	2.237	10.415	69.738	60.990	56.429	63.922	63.768	65.275	53.975
GCF_002218965.1_ASM221896v1	0.152	0.092	0.174	0.230	0.200	0.346	0.207	0.282	0.427	0.049
GCF_002221555.2_ASM222155v2	44.438	46.110	39.322	47.567	46.944	41.432	44.500	54.199	49.980	38.003
GCF_002222595.2_ASM222259v2	0.636	0.333	6.942	0.508	0.471	1.397	0.553	2.864	3.922	0.460
GCF_002253685.1_ASM225368v1	52.385	55.357	61.130	58.319	49.771	50.265	61.633	54.521	54.233	45.372
GCF_002254255.1_ASM225425v1	10.335	11.132	10.276	11.754	13.267	13.684	12.142	14.740	15.253	8.838
GCF_002257605.1_ASM225760v1	5.928	6.292	6.818	7.404	5.522	6.005	7.104	5.816	6.883	4.806
GCF_002278095.1_ASM227809v1	0.167	0.230	0.263	0.317	0.307	0.405	0.411	0.463	0.526	0.144
GCF_002442835.1_ASM244283v1	15.933	15.114	18.042	24.598	31.377	30.620	30.337	35.973	38.567	14.983
GCF_002549775.1_ASM254977v1	0.449	0.239	0.334	0.424	0.530	0.824	0.704	0.685	0.593	0.102
GCF_002549905.1_ASM254990v1	55.717	61.495	64.566	59.002	59.448	57.377	61.293	65.822	60.869	32.774
GCF_002549935.1_ASM254993v1	18.879	21.993	23.200	19.628	21.558	19.987	23.194	26.468	23.917	11.401
GCF_002549945.1_ASM254994v1	1.665	2.584	2.314	3.019	3.794	2.894	3.150	3.610	3.484	0.895
GCF_002549975.1_ASM254997v1	93.608	91.535	94.247	93.073	93.431	94.989	94.585	93.333	94.391	87.776
GCF_002550015.1_ASM255001v1	0.639	0.307	0.490	0.192	0.427	0.363	0.599	0.865	1.611	0.166
GCF_002706705.1_ASM270670v1	85.487	77.673	82.812	90.189	90.618	91.082	90.641	91.777	93.079	86.974
GCF_002751085.1_ASM275108v1	10.863	16.116	15.350	9.341	9.994	9.258	9.706	11.421	10.856	6.152
GCF_002753955.1_ASM275395v1	4.467	4.150	5.069	5.612	6.708	6.450	8.091	8.687	9.570	3.268
GCF_002754015.1_ASM275401v1	1.671	2.403	1.316	3.218	2.714	3.198	4.627	2.482	3.340	1.781
GCF_002754035.1_ASM275403v1	1.007	1.274	1.534	1.453	1.383	1.928	2.794	1.629	2.041	1.462
GCF_002754055.1_ASM275405v1	1.555	1.597	2.145	3.112	4.834	5.842	5.757	5.825	4.194	1.018
GCF_002754095.1_ASM275409v1	7.121	7.421	9.903	8.875	9.466	11.347	10.704	14.334	14.227	5.587
GCF_002754115.1_ASM275411v1	10.340	9.889	12.271	13.039	12.060	14.294	16.302	16.958	17.947	6.934
GCF_002763575.1_ASM276357v1	1.872	1.566	2.216	2.254	3.803	2.321	2.931	3.615	3.361	0.714
GCF_002763745.1_ASM276374v1	0.964	0.776	1.244	2.722	1.567	3.193	1.139	1.600	1.814	0.453
GCF_002763845.1_ASM276384v1	9.441	11.160	12.837	11.898	11.429	9.524	10.556	14.429	14.313	4.598
GCF_900018625.1_13566_1_59	0.045	0.033	0.056	0.062	0.042	0.130	0.061	0.032	0.083	0.006
GCF_900021155.1_CHCKI003	92.612	93.542	94.987	91.785	90.205	90.105	92.500	92.293	90.863	82.782
GCF_900067125.1_ASM90006712v1	0.705	0.534	0.874	0.846	0.950	1.408	0.983	1.201	1.534	0.382
GCF_900078295.2_PRJEB13136	0.540	0.317	0.563	0.262	0.459	0.493	0.338	0.634	0.761	0.434
GCF_900081375.1_12641_2_43	6.848	5.787	6.429	8.728	9.923	11.353	9.825	17.501	16.587	3.293
GCF_900083545.1_PRJEB13794	8.264	9.370	11.796	9.472	10.269	11.651	11.003	11.469	12.533	4.439
GCF_900095495.1_B_ovatus_V975	72.821	69.326	70.687	77.569	73.467	79.234	78.580	64.106	66.734	86.194
GCF_900096735.1_TFUB20	1.082	0.997	1.723	1.436	1.844	1.952	1.669	1.841	2.385	0.913
GCF_900097105.1_WK001	0.250	0.195	0.386	0.313	0.383	0.506	0.412	0.386	0.583	0.131
GCF_900099715.1_IMG_taxon_2593339241_annotated_assembly	0.151	0.062	0.139	0.098	0.102	0.180	0.196	0.154	0.172	0.124
GCF_900100245.1_IMG_taxon_2606217752_annotated_assembly	25.805	25.899	31.820	30.449	29.523	31.747	33.145	31.527	34.847	18.889
GCF_900100465.1_IMG_taxon_2654588146_annotated_assembly	0.527	0.498	0.563	1.089	0.618	0.679	0.575	1.050	0.969	0.159
GCF_900100545.1_IMG_taxon_2651870321_annotated_assembly	0.073	0.161	0.159	0.179	0.136	0.194	0.185	0.187	0.204	0.046
GCF_900100595.1_IMG_taxon_2593339217_annotated_assembly	39.349	39.799	45.285	45.493	41.861	44.390	48.189	44.165	47.688	31.316
GCF_900101295.1_IMG_taxon_2606217764_annotated_assembly	0.137	0.336	0.312	0.284	0.305	0.613	0.262	0.448	0.639	0.403
GCF_900101325.1_IMG_taxon_2596583543_annotated_assembly	77.653	81.043	84.241	82.798	77.513	78.356	84.833	81.942	80.717	68.240
GCF_900101605.1_IMG_taxon_2595698227_annotated_assembly	0.084	0.092	0.104	0.086	0.052	0.390	0.567	0.570	1.320	0.136
GCF_900101965.1_IMG_taxon_2675903020_annotated_assembly	0.006	0.006	0.006	0.014	0.006	0.003	-	0.006	-	-
GCF_900103115.1_IMG_taxon_2654588126_annotated_assembly	16.107	15.370	16.628	23.494	15.159	16.604	29.065	22.273	20.429	8.611
GCF_900103235.1_IMG_taxon_2593339151_annotated_assembly	38.375	45.326	39.690	34.854	46.444	45.960	39.036	51.047	48.538	42.510
GCF_900103835.1_IMG_taxon_2667527408_annotated_assembly	3.530	2.879	4.543	4.185	4.369	5.386	4.888	4.553	5.620	2.229
GCF_900104335.1_IMG_taxon_2593339244_annotated_assembly	0.284	0.288	0.425	0.407	0.361	0.588	0.399	0.650	0.662	0.177
GCF_900104565.1_PRJEB16354	-	-	-	-	-	0.005	-	0.017	-	-
GCF_900104615.1_PRJEB16353	0.012	-	0.010	-	-	0.018	-	0.055	0.007	-
GCF_900104665.1_PRJEB16357	22.679	24.668	27.446	27.642	26.994	28.140	29.904	28.553	32.029	16.550
GCF_900104675.1_PRJEB16361	0.360	0.201	0.420	0.528	0.454	0.555	0.400	0.373	0.563	0.202
GCF_900106615.1_IMG_taxon_2651870364_annotated_assembly	0.085	0.068	0.003	0.016	0.030	0.047	0.052	0.031	0.074	0.052
GCF_900106755.1_IMG_taxon_2693429916_annotated_assembly	18.142	21.337	21.732	20.651	21.769	20.607	22.003	24.691	23.437	8.906
GCF_900106845.1_PRJEB14233	0.314	0.210	0.363	0.443	0.367	0.499	0.457	0.389	0.410	0.247
GCF_900107485.1_IMG_taxon_2599185206_annotated_assembly	-	-	0.004	0.006	-	0.035	-	-	-	-
GCF_900107545.1_IMG_taxon_2593339240_annotated_assembly	98.336	98.335	98.575	98.584	98.258	98.373	98.591	98.269	98.363	96.455
GCF_900107575.1_IMG_taxon_2593339166_annotated_assembly	5.168	4.803	6.386	6.726	6.723	8.356	7.305	7.220	9.032	3.318
GCF_900107675.1_IMG_taxon_2693429854_annotated_assembly	2.358	2.738	3.764	3.028	3.409	3.803	3.144	3.978	4.556	1.389
GCF_900107785.1_IMG_taxon_2654588140_annotated_assembly	4.947	4.750	5.215	5.732	5.031	5.666	5.958	5.752	6.532	3.689
GCF_900107835.1_IMG_taxon_2657244910_annotated_assembly	9.578	9.350	11.811	11.756	11.327	13.032	13.350	12.244	14.387	6.308
GCF_900108375.1_IMG_taxon_2596583684_annotated_assembly	0.342	0.088	0.398	0.418	0.423	0.743	0.573	0.400	0.734	0.143
GCF_900108895.1_IMG_taxon_2654588144_annotated_assembly	1.800	1.913	2.130	1.931	2.272	3.111	2.964	4.182	3.464	1.192
GCF_900109005.1_IMG_taxon_2617270830_annotated_assembly	68.589	70.574	75.291	74.211	68.381	68.931	76.164	70.598	71.558	58.839
GCF_900109085.1_IMG_taxon_2616644817_annotated_assembly	0.074	0.099	0.112	0.060	0.110	0.181	0.130	0.104	0.244	0.071
GCF_900109215.1_IMG_taxon_2654588124_annotated_assembly	89.439	89.318	90.758	79.409	90.078	88.787	77.798	86.070	89.155	95.165
GCF_900109435.1_IMG_taxon_2593339146_annotated_assembly	0.038	0.058	0.066	0.057	0.047	0.069	0.039	0.048	0.051	0.016
GCF_900109635.1_IMG_taxon_2623620522_annotated_assembly	80.224	81.996	84.374	80.857	75.263	74.447	84.288	72.645	71.010	84.491
GCF_900109715.1_IMG_taxon_2595698239_annotated_assembly	5.653	6.234	7.427	7.359	9.914	9.557	8.842	14.323	13.494	2.585
GCF_900109965.1_IMG_taxon_2593339260_annotated_assembly	2.948	2.919	2.744	3.151	4.550	4.062	3.989	7.545	6.056	1.403
GCF_900110045.1_IMG_taxon_2667527384_annotated_assembly	0.150	0.104	0.177	0.193	0.280	0.409	0.253	0.275	0.339	0.237
GCF_900110805.1_IMG_taxon_2593339242_annotated_assembly	1.132	1.318	1.810	3.145	1.884	2.043	1.979	2.470	2.972	1.515
GCF_900111135.1_IMG_taxon_2684622850_annotated_assembly	0.077	0.072	0.240	0.240	0.318	0.568	0.259	0.274	0.377	0.092
GCF_900111185.1_IMG_taxon_2623620520_annotated_assembly	1.426	1.257	1.763	2.260	1.958	2.409	2.840	4.077	3.678	0.735
GCF_900111355.1_IMG_taxon_2634166323_annotated_assembly	19.963	20.958	24.420	24.590	24.768	25.936	26.636	25.761	28.728	14.644
GCF_900111435.1_IMG_taxon_2654588206_annotated_assembly	98.085	98.286	98.870	98.354	95.876	95.833	98.738	96.657	96.321	96.475
GCF_900111575.1_IMG_taxon_2602042032_annotated_assembly	0.087	0.058	0.199	0.090	0.171	0.265	0.190	0.121	0.223	0.052
GCF_900112775.1_IMG_taxon_2599185221_annotated_assembly	86.952	89.040	91.356	90.419	84.466	84.721	91.926	87.337	87.356	81.547
GCF_900112855.1_IMG_taxon_2606217811_annotated_assembly	0.913	0.779	0.744	0.598	1.099	1.101	1.114	1.452	1.610	0.586
GCF_900113595.1_IMG_taxon_2657245270_annotated_assembly	98.659	98.680	98.800	98.421	97.545	98.672	98.423	97.647	97.234	99.345
GCF_900113655.1_IMG_taxon_2606217763_annotated_assembly	8.571	9.493	11.126	11.104	12.570	13.768	12.863	14.191	15.848	4.733
GCF_900113995.1_IMG_taxon_2593339255_annotated_assembly	0.066	0.077	0.068	0.040	0.054	0.030	0.121	0.064	0.127	0.033
GCF_900114115.1_IMG_taxon_2622736590_annotated_assembly	6.086	5.271	7.652	7.771	7.450	9.229	8.529	8.096	10.233	4.038
GCF_900114365.1_IMG_taxon_2651870357_annotated_assembly	0.282	0.205	0.283	0.390	0.302	0.375	0.322	0.262	0.359	0.245
GCF_900114405.1_IMG_taxon_2654588176_annotated_assembly	0.462	0.289	0.559	0.455	0.641	0.825	0.548	0.590	0.897	0.303
GCF_900115355.1_IMG_taxon_2623620483_annotated_assembly	97.799	97.722	97.509	96.012	96.791	97.410	97.896	96.607	96.416	97.377
GCF_900115365.1_IMG_taxon_2634166351_annotated_assembly	0.168	0.114	0.236	0.253	0.357	0.522	0.282	0.303	0.396	0.143
GCF_900115435.1_IMG_taxon_2623620458_annotated_assembly	0.024	-	0.028	0.030	0.037	0.114	0.050	0.037	0.103	0.015
GCF_900115855.1_IMG_taxon_2623620476_annotated_assembly	12.858	13.149	16.107	15.855	15.597	16.765	17.396	16.899	18.912	8.180
GCF_900116075.1_IMG_taxon_2654588129_annotated_assembly	23.060	22.403	28.156	27.667	25.696	27.843	30.089	27.167	29.730	17.562
GCF_900116395.1_IMG_taxon_2595698216_annotated_assembly	-	-	-	-	-	0.012	-	0.032	0.026	-
GCF_900119155.1_IMG_taxon_2593339149_annotated_assembly	60.924	53.226	59.612	64.380	53.603	54.768	61.356	52.133	53.479	55.963
GCF_900119285.1_IMG_taxon_2593339271_annotated_assembly	0.479	0.501	0.695	0.607	0.636	1.061	0.673	0.871	1.197	0.239
GCF_900119535.1_IMG_taxon_2606217757_annotated_assembly	99.188	99.036	99.260	99.115	99.207	99.223	99.273	99.279	99.274	98.628
GCF_900120295.1_PRJEB18018	4.949	6.475	7.362	6.644	8.885	9.024	7.603	10.216	9.144	2.527
